idsofifa
192985
193301
189596
192563
237156
210828
193165
235134
201455
232862
227536
221992
197853
206591
227928
233866
246763
193041
211515
223597
172879
207863
186345
212462
231340
138956
205566
171877
193474
162347
246960
237681
168651
227796
186942
220971
185020
165153
229167
239015
208618
225953
163587
204935
210864
236295
139720
232756
-1
-2
210736
220793
226166
232488
210406
241096
235883
-3
244260
227055
189511
212692
257399
-4
192505
192387
235866
162835
178005
234102
234678
227927
183907
229773
232119
231207
235454
210455
176266
212886
213991
172522
209889
211748
208448
198710
190362
238227
236477
228687
180403
224179
186153
1179
217940
202695
191043
184344
199564
203551
201024
207993
205498
234153
186561
193082
230767
226766
208333
227535
212404
195365
213160
213013
188545
232381
210935
211990
200389
204963
220440
189332
238074
241184
227950
234378
228702
230658
202651
209658
245371
203486
226627
246618
248243
224254
236461
175943
222492
202126
231747
201535
223952
201095
192366
168609
169595
192789
225161
192641
239301
223959
209499
213565
188152
220854
238744
237995
239744
227503
224949
237329
198219
169416
213956
231443
246669
198009
236378
225850
216266
203574
236403
210665
256970
173731
221363
180206
226271
233064
220085
239053
177388
235889
226568
234568
20801
222357
251566
236610
206467
240740
192119
212722
190871
176676
210243
215785
203376
198784
194765
228736
202166
207537
215914
209989
210411
220697
199110
-242578
219809
188567
207948
184087
187961
233419
234777
189117
214026
204259
189681
204639
205193
201377
212501
235844
53302
232244
212523
246172
202857
192883
231242
188081
176600
236015
228509
207877
240289
187491
224520
178750
168354
200724
185239
192227
186547
215256
211147
200458
162240
214394
213629
241084
198950
210617
201400
212814
243780
237034
199042
208128
208596
183574
241686
221639
190941
164240
223724
155862
204525
193747
190972
208421
251573
234727
216475
236583
220093
215061
222501
223874
200647
190286
177413
193283
220814
215330
159261
205678
225263
167628
203042
198141
201119
201305
203890
203487
198949
229582
219985
191740
181458
224031
263943
239231
235424
207439
236679
207494
226162
143076
198329
233732
184941
184200
253004
232656
163489
204120
194022
241464
157481
220523
204638
244380
178424
216194
206304
252038
171897
246469
156616
231887
146536
247641
242516
185422
239482
223689
202685
182493
197781
168435
226226
184484
230142
208574
189805
189505
199503
188829
239818
214584
207599
191202
213655
228941
253452
224196
228302
241852
251217
239956
230065
243414
236572
246113
244675
245037
240900
-7
247185
239361
246045
256079
203605
252961
251854
236532
198118
243392
212602
243282
241130
229909
222331
246420
221714
233738
179645
242602
227234
231292
231436
242578
225659
259586
239085
206652
193698
236401
231826
222558
241486
120533
185221
177610
226491
204614
181872
189712
197965
199189
188988
41236
229752
178562
167397
167664
236920
241721
241637
224540
235029
241202
195093
231691
232999
246646
228520
244621
252037
231355
242236
239136
247028
214040
245278
203841
206517
NULL
204538
230869
240017
188943
194404
245388
199845
171919
201454
212187
228881
189575
209297
235997
231102
235374
235944
200315
231410
224656
210019
239207
205070
204529
231416
212616
228414
233222
231936
247394
138703
253149
224081
224422
247851
245541
254544
232580
-6
245426
247888
241707
252000
244778
200155
225964
234742
227647
217036
236786
246682
234573
237003
245437
208093
201922
223245
215798
244206
236988
205632
240699
232229
237604
232132
230147
224263
240716
215119
237183
233195
248386
233500
242997
214092
240690
233959
245158
183512
216820
247263
244316
250961
-245426
233934
247832
-8
-10
227236
-9
263435
-241390
253102
242641
216189
245155
240950
243014
252489
242663
236804
246174
243854
241103
232755
226060
230043
231838
243245
236506
256261
233097
253163
247181
237942
238216
253444
246159
241727
251517
189271
251852
173521
229942
214979
242434
246666
246672
245992
246459
234112
247912
247497
